,L2PR1-L2PR5,L2PR1,Unmerchantable layer first species percent ratio,SHORT,,Ratio en pourcentage de la première essence de la strate non marchande,
,,L2S2,Unmerchantable layer second species code,TEXT,,Code de la deuxième essence de la strate non marchande,
,,L2DS2,Unmerchantable layer second species development stage/age class,TEXT,,Stade de développement/catégorie d'âge de la deuxième essence de la strate non marchande ,
,,L2PR2,Unmerchantable layer second species percent ratio,SHORT,,Ratio en pourcentage de la deuxième essence de la strate non marchande,
,,L2S3,Unmerchantable layer third species code,TEXT,,Code de la troisième essence de la strate non marchande,
,,L2DS3,Unmerchantable layer third species development stage/age class,TEXT,,Stade de développement/catégorie d'âge de la troisième essence de la strate non marchande ,
,,L2PR3,Unmerchantable layer third species percent ratio,SHORT,,Ratio en pourcentage de la troisième essence de la strate non marchande,
,,L2S4,Unmerchantable layer fourth species code,TEXT,,Code de la quatrième essence de la strate non marchande,
,,L2DS4,Unmerchantable layer fourth species development stage/age class,TEXT,,Stade de développement/catégorie d'âge de la quatrième essence de la strate non marchande,
,,L2PR4,Unmerchantable layer fourth species percent ratio,SHORT,,Ratio en pourcentage de la quatrième essence de la strate non marchande,
,,L2S5,Unmerchantable layer fifth species code,TEXT,,Code de la cinquième essence de la strate non marchande,
,,L2DS5,Unmerchantable layer fifth species development stage/age class,TEXT,,Stade de développement/catégorie d'âge de la cinquième essence de la strate non marchande,
,,L2PR5,Unmerchantable layer fifth species percent ratio,SHORT,,Ratio en pourcentage de la cinquième essence de la strate non marchande,
,L2DS,L2DS,Unmerchantable layer development stage,TEXT,,Stade de développement de la strate non marchande ,
,L2CCI,L2CCI,Unmerchantable layer variable crown closure indicator,SHORT,,Indicateur de fermeture variable du couvert de la strate non marchande,
,L2CC,L2CC,Unmerchantable layer crown closure code,SHORT,,Code de fermeture du couvert de la strate non marchande,
,L2PSTOCK,L2PSTOCK,Unmerchantable layer planted species stocking class ,SHORT,,Classe de densité relative des essences plantées dans la strate non marchande  ,
,L2NSTOCK,L2NSTOCK,Unmerchantable layer natural stocking class ,SHORT,,Classe de densité relative des essences naturelles dans la strate non marchande,
,L2VS,L2VS,Unmerchantable layer number of canopy layers,SHORT,,Nombre de strates de couvert dans la strate non marchande,
,,L2HT,Unmerchantable layer average height in metres,SHORT,,"Hauteur moyenne de la strate non marchande, en mètres",
,L2DC,L2DC,Unmerchantable layer density class,SHORT,,Classe de densité de la strate non marchande,
,,HARV_ID,Latest harvest treatment identifier (clearcut or partial),TEXT,"Crown harvid: 307023410 - 9 characters: Region(1)-Holder(2)-Blk(4)-Year(2)
Marketing Board: No harv_id as they do not submit cuts
Freehold: JDI-BH0352803  Distrcit (3)-Blk(4)-Yr (2)",Identifiant du dernier traitement de la récolte (coupe à blanc ou partielle),"Crown harvid: 307023410 - 9 characters: Region(1)-Holder(2)-Blk(4)-Year(2)
Marketing Board: No harv_id as they do not submit cuts
Freehold: JDI-BH0352803  Distrcit (3)-Blk(4)-Yr (2)"
,,PLANT_ID,Latest Reforestation treatment identifier,TEXT,"Crown plantid - 13 characters: 203OPDY18BP01  Region(1)-Holder(2)-Blk(4)-Year(2)- Trt (2)- Section(2)
Marketing Board: TBD
Freehold: TBD",Identifiant du dernier traitement de reboisement,"Crown plantid - 13 characters: 203OPDY18BP01  Region(1)-Holder(2)-Blk(4)-Year(2)- Trt (2)- Section(2)
Marketing Board: TBD
Freehold: TBD"
,,THIN_ID,Latest Stand Improvement treatment identifier,TEXT,"Crown thinid - 13 characters: 406092015BT01  Region(1)-Holder(2)-Blk(4)-Year(2)- Trt (2)- Section(2)
Marketing Board: TBD
Freehold: TBD",Identifiant du dernier traitement d'amélioration du peuplement,"Crown thinid - 13 characters: 406092015BT01  Region(1)-Holder(2)-Blk(4)-Year(2)- Trt (2)- Section(2)
Marketing Board: TBD
Freehold: TBD"
,LHARVTRT,LHARVTRT,Licensee harvest treatment code,TEXT,,Code du traitement de la récolte par le titulaire du permis,
,,LIC_KEY,Link to licensee database (for use by licensee),TEXT,,Lien vers la base de données sur les titulaires de permis (à l'usage des titulaires de permis),
,PLU,PLU,Primary land use,TEXT,,Principale utilisation du territoire,
,SLU,SLU,Specific land use,TEXT,,Utilisation particulière du territoire,
,STATUS,STATUS,Use indicator,TEXT,,Indicateur de l'utilisation,
,LC,LC,Land cover code denoting the overall vegetative or non-vegetative nature of the polygon,TEXT,,Code du tapis végétal définissant la nature végétative ou non végétative générale du polygone,
,WLOC,WLOC,Wetland category,TEXT,,Catégorie de terres humides,
,WC,WC,Dominant wetland class,TEXT,,Classe de terres humides prédominante,
,WRI,WRI,Water regime indicator,TEXT,,Indicateur de régime hydrique,
,IM,IM,Impoundment modifier,TEXT,,Déterminant d'endiguement,
,VT,VT,Specific vegetation cover type,TEXT,,Type particulier de couverture végétale,
,SPVC,SPVC,Percent vegetation cover for specific vegetation cover type,SHORT,,Pourcentage de couverture végétale pour un type particulier de couverture végétale,
,,DATAYR,Year of wetland attribute data (photo year for photo-interpreted wetlands),SHORT,,Année des données sur les attributs des terres humides (année de photographie des terres humides à partir de photos),
,PSW,PSW,Flag for Provincially Significant Wetland designation,TEXT,,Indicateur de la désignation de terres humides d'importance provinciale,
,Water_code,WATER_CODE,Water code,TEXT,,Code de l'eau,
,ECOREGION,ECOREGION,"Based on a StandID polygon, the largest intersecting ecoregion.  Values assigned to non-forest features have no firm basis",SHORT,,"Selon un polygone IDPeupl, la plus importante écorégion croisée. Les valeurs attribuées aux caractéristiques non forestières n'ont aucun fondement solide.",
,ECODISTRICT,ECODISTRICT,"Based on a StandID polygon, the largest intersecting ecodistrict.  Full expression of an ecodistrict is a concatenation of ecoregion and ecodistrict. Values assigned to non-forest features have no firm basis",SHORT,,"Selon un polygone IDPeupl, le plus important écodistrict croisé. L'expression complète d'un écodistrict est la concaténation d'une écorégion et d'un écodistrict. Les valeurs attribuées aux caractéristiques non forestières n'ont aucun fondement solide.",
,,LB_ID,"LandBase unique identifier. An ID generated every time the LandBase is created.  In the case of a photo interpretted feature (water body, wetland, forest and non-forest), the ID is based upon and unique to the interpretted feature with any arbitrary boundaries removed (e.g., holder or mapsheet).  In the case of forest activity updates, the ID is based upon and unique to the original input features.  In the case of forest roads, the ID has no firm basis.  Each ID is coded as originatingData_areaOfInterest_InputDataObjectID.  Codes for the starting prefix are: FO-forest interp, NF-non-forest, WL-wetland interp, WB-water body interp, HV-harvest activity updates, RF-reforestation activity updates and SI-stand improvement activity updates.",TEXT,,"Identifiant unique de l'Assiseterritoriale, produit chaque fois que l'Assiseterritoriale est créée. Dans le cas d'une caractéristique interprétée à partir d'une photo (plan d'eau, terre humide, forêt et terre non forestière), l'identifiant est propre à la caractéristique interprétée et formé à partir de celle-ci, et les limites arbitraires sont supprimées (p. ex., détenteur ou feuille de carte). Dans le cas de la mise à jour des activités forestières, l'identifiant est propre aux caractéristiques de saisie originale et formé à partir d'elles. Dans le cas des chemins forestiers, l'identifiant n'a pas de fondement solide. Chaque identifiant est codé comme DonnéeOrigine_secteurInteret_SaisieDonneesIDObjet. Les codes du préfixe de départ sont : FO-interp. de forêt, NF- terre non forestière, TH-interp. de terre humide, PE-interp. de plan d'eau, REC-mises à jour des activités de récolte, REB-mises à jour des activités de reboisement et AP-mises à jour des activités d'amélioration du peuplement.",
,,SHAPE.AREA,Polygon area in square metres,DOUBLE,,Superficie du polygone en mètres carrés.,
,,SHAPE.LEN,Polygon perimeter length in metres,DOUBLE,,Longueur du périmètre du polygone en mètres.,
,,ManStatus,"If present, an estimate of stand management status - based on layer priority",TEXT,"Similar to ManStatusOSM. Exactly 5 characters in length and padded with 'x' for 5 character filler.

YIMOx - natural young, immature, mature, overmature 
PLANT - plantation 
PCTxx - pre-commercial thinning 
PCEAx - partial cut evenaged 
PCUAx - partial cut unevenaged
REGEN - regenerating 
PLTCT - commercial thin plantation
PCTCT - commercial thin PCT",,
,,ManStatusOSM,"If present, OSM stand management status - based on layer priority (very similar to ManStatus but groupd up)",TEXT,"None: no recent management history; > 25 years
PartialCut: partial harvest <= 25 years ago; extensive management
Clearcut: <= 25 years old no regeneration management
PCT: was pre-commercially thinned
Plant: planted and intensively managed through rotation",,
,,CovType,"If present, stand Cover type - based on layer priority",TEXT,"SW, MW, HW, UK",,
,,FUNA,"If present, stand FUNA  - based on layer priority",TEXT,Note regen management status types have generalized FUNAs,,
,,DS,"If present, stand DS - based on layer priority",TEXT,"Y, I, M, O",,
,,CC,"If present, stand crown closure - based on layer priority",TEXT,"Low CCgrp = [1,61,2,62]; otherwise high CCgrp",,
,,PoorSiteI,"If present, stand poor site indicator - generalized",TEXT,"sitei in [""P""], funa in ['NCOM'], origin in ['M'], origin in ['B']",,
,,StandEstabyr,"If present, estimated stand establishment year",TEXT,,,
,,StandEstabyrSrc,"If present, source of stand establishment year",TEXT,,,
,,StandAge,"If present, estimated stand age",SHORT,,,
,,yrSinceTRT,"If present, number of years since being treated",SHORT,,,
,,SiteClass,"If present, site quality class",SHORT,,,
