,,FV,Feature Vegetated - used to describe coastal or shoreline features that have visible vegetation (i.e. exposed at low tide or visible submerged vegetation) ,-,Milieu avec végétation - utilisé pour décrire les milieux côtiers ou les milieux littoraux dont la végétation est visible (c.-à-d. exposés à marée basse ou végétation immergée visible) 
,,OV,Open-water Vegetated - open water with vegetation present on top of or near the water surface ,-,Eaux libres avec végétation -  eaux libres dont la végétation est présente à la surface de l’eau ou juste au-dessous de la surface
,,OW,Open-water Unvegetated - open water with no vegetation present ,-,Eaux libres sans végétation - eaux libres où aucune végétation n’est présente
,,SV,"Shrub Vegetation (except alder) - dominant shrubs are willows, dogwoods, meadow sweet, bog rosemary, leatherleaf, Labrador tea and saplings of trees such as red maple",-,"Végétation arbustive, hormis les aulnes - les espèces prédominantes d’arbustes comprennent notamment les saules, les cornouillers, la spirée blanche, l’andromède glauque, le cassandre caliculé, le thé du Labrador et les gaulis d’arbres comme l’érable rouge"
,,  ,Blank ,-,Vide 
,,,,,
,,,,,
,,,,,
,PERCENT COVER OF SPECIFIC VEGETATION TYPE,Value,Description,-,Description_F
,,1,< 5% of the wetland area or coastal feature is covered in vegetation ,-,< 5 % de la superficie de la terre humide ou du milieu côtier sont recouverts de végétation 
,,2,5-25% of the wetland area or coastal feature is covered in vegetation ,-,de 5 à 25 % de la superficie de la terre humide ou du milieu côtier sont recouverts de végétation 
,,3,26-75% of the wetland area or coastal feature is covered in vegetation ,-,de 26 à 75 % de la superficie de la terre humide ou du milieu côtier sont recouverts de végétation 
,,4,76-95% of the wetland area or coastal feature is covered in vegetation ,-,de 76 à 95 % de la superficie de la terre humide ou du milieu côtier sont recouverts de végétation 
,,5,> 95% of the wetland area or coastal feature is covered in vegetation ,-,> 95 % de la superficie de la terre humide ou du milieu côtier sont recouverts de végétation 
,,,,,
,,,,,
,,,,,
,PROVINCIALLY SIGNIFICANT WETLAND,Value,Description,-,Description_F
,,Y,Designated as a Provincially Significant Wetland,-,Désignation des terres humides d'importance provinciale
,,,Blank,-,Vide
,,,,,
,,,,,
,Wetland DATA SOURCE,Value,Description,-,Description_F
,,INTERP,Photo-interpreted wetland attribute data ,-,Données sur les attributs d'une terre humide interprétées à partir de photos
,,INTRPC,Photo-interpretation has been ground-truthed by DNR staff ,-,Interprétation à partir de photos validée sur le terrain par le personnel du MRN
,,INTRPO,Photo-interpretation has been reviewed in office by DNR staff ,-,Interprétation à partir de photos examinée au bureau par le personnel du MRN
,,INTRPR,Photo-interpretation delineation requires further review when DNR's Ortho coverage becomes available,-,La délimitation de l'interprétation à partir de photos nécessitera un examen plus approfondi quand la couverture orthométrique du MRN sera disponible
,,INTRPV,Photo-interpretation has been ground-truthed by the photo-interpreter ,-,Interprétation à partir de photos validée sur le terrain par l'interprète des photos
,,INTRPW,Photo-interpretation has been reviewed in office by DNR Fish and Wildlife staff ,-,Interprétation à partir de photos examinée au bureau par le personnel de la pêche et de la chasse du MRN
,,GROUND,Ground-truthed wetland attribute data,-,Données sur les attributs des terres humides validées sur le terrain
,,      ,Blank ,-,Vide 
